practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"injury","Car Accident","Los Angeles","Beverly Hills","Westwood","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/westwood/","(310) 879-1030","https://results.wilshirelawfirm.com/car-accident-lawyer/westwood/?kw={keyword}"
"injury","Car Accident","Los Angeles","Beverly Hills","Sherman Oaks","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/sherman-oaks/","(310) 879-1030","https://results.wilshirelawfirm.com/car-accident-lawyer/sherman-oaks/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance (office)","Torrance","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/torrance/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/torrance/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance","Carson","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/carson/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/carson/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance","Gardena","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/gardena/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/gardena/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance","Redondo Beach","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/redondo-beach/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/redondo-beach/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance","Hawthorne","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/hawthorne/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/hawthorne/?kw={keyword}"
"injury","Car Accident","Los Angeles","Torrance","San Pedro","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-pedro/","(310) 307-3316","https://results.wilshirelawfirm.com/car-accident-lawyer/san-pedro/?kw={keyword}"
"injury","Car Accident","Los Angeles","Long Beach (office)","Long Beach","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/long-beach/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/long-beach/?kw={keyword}"
"injury","Car Accident","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/lakewood/?kw={keyword}"
"injury","Car Accident","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/downey/?kw={keyword}"
"injury","Car Accident","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/norwalk/?kw={keyword}"
"injury","Car Accident","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/bellflower/?kw={keyword}"
"injury","Car Accident","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/palmdale/?kw={keyword}"
"injury","Car Accident","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-clarita/?kw={keyword}"
"injury","Car Accident","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/victorville/?kw={keyword}"
"injury","Car Accident","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/lancaster/?kw={keyword}"
"injury","Car Accident","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/antelope-valley/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/irvine/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-ana/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/huntington-beach/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/costa-mesa/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/newport-beach/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/mission-viejo/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/lake-forest/?kw={keyword}"
"injury","Car Accident","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/car-accident-lawyer/tustin/?kw={keyword}"
"injury","Car Accident","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/car-accident-lawyer/orange/?kw={keyword}"
"injury","Car Accident","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/car-accident-lawyer/anaheim/?kw={keyword}"
"injury","Car Accident","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/car-accident-lawyer/garden-grove/?kw={keyword}"
"injury","Car Accident","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/car-accident-lawyer/fullerton/?kw={keyword}"
"injury","Car Accident","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/car-accident-lawyer/westminster/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/riverside/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/moreno-valley/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/corona/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/temecula/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/murrieta/?kw={keyword}"
"injury","Car Accident","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/car-accident-lawyer/hemet/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/ontario/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/san-bernardino/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","Fontana","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/fontana/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/fontana/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","Rancho Cucamonga","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/rancho-cucamonga/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/rancho-cucamonga/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","Pomona","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/pomona/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/pomona/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","Chino","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/chino/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/chino/?kw={keyword}"
"injury","Car Accident","Inland Empire","Ontario","Rialto","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/rialto/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/rialto/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego (office)","San Diego","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-diego/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/san-diego/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","Chula Vista","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/chula-vista/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/chula-vista/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","Oceanside","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/oceanside/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/oceanside/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","Escondido","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/escondido/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/escondido/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","El Cajon","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/el-cajon/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/el-cajon/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","Carlsbad","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/carlsbad/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/carlsbad/?kw={keyword}"
"injury","Car Accident","San Diego","San Diego","National City","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/national-city/","(619) 257-2818","https://results.wilshirelawfirm.com/car-accident-lawyer/national-city/?kw={keyword}"
"injury","Car Accident","Central Valley","Bakersfield (office)","Bakersfield","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/bakersfield/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/bakersfield/?kw={keyword}"
"injury","Car Accident","Central Valley","Bakersfield","Delano","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/delano/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/delano/?kw={keyword}"
"injury","Car Accident","Central Valley","Fresno (office)","Fresno","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/fresno/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/fresno/?kw={keyword}"
"injury","Car Accident","Central Valley","Fresno","Clovis","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/clovis/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/clovis/?kw={keyword}"
"injury","Car Accident","Central Valley","Fresno","Visalia","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/visalia/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/visalia/?kw={keyword}"
"injury","Car Accident","Central Valley","Fresno","Madera","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/madera/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/madera/?kw={keyword}"
"injury","Car Accident","Central Valley","Modesto (office)","Modesto","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/modesto/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/modesto/?kw={keyword}"
"injury","Car Accident","Central Valley","Modesto","Stockton","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/stockton/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/stockton/?kw={keyword}"
"injury","Car Accident","Central Valley","Modesto","Turlock","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/turlock/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/turlock/?kw={keyword}"
"injury","Car Accident","Central Valley","Modesto","Merced","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/merced/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/merced/?kw={keyword}"
"injury","Car Accident","Sacramento & Northern California","Sacramento (office)","Sacramento","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/sacramento/","(916) 957-0598","https://results.wilshirelawfirm.com/car-accident-lawyer/sacramento/?kw={keyword}"
"injury","Car Accident","Sacramento & Northern California","Sacramento","Elk Grove","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/elk-grove/","(916) 957-0598","https://results.wilshirelawfirm.com/car-accident-lawyer/elk-grove/?kw={keyword}"
"injury","Car Accident","Sacramento & Northern California","Sacramento","Roseville","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/roseville/","(916) 957-0598","https://results.wilshirelawfirm.com/car-accident-lawyer/roseville/?kw={keyword}"
"injury","Car Accident","Sacramento & Northern California","Sacramento","Folsom","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/folsom/","(916) 957-0598","https://results.wilshirelawfirm.com/car-accident-lawyer/folsom/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland (office)","Oakland","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/oakland/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/oakland/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland","Berkeley","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/berkeley/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/berkeley/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland","Hayward","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/hayward/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/hayward/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland","Fremont","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/fremont/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/fremont/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland","Richmond","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/richmond/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/richmond/?kw={keyword}"
"injury","Car Accident","Bay Area","Oakland","Concord","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/concord/","(510) 391-4877","https://results.wilshirelawfirm.com/car-accident-lawyer/concord/?kw={keyword}"
"injury","Car Accident","Bay Area","San Francisco (office)","San Francisco","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-francisco/","(628) 895-2682","https://results.wilshirelawfirm.com/car-accident-lawyer/san-francisco/?kw={keyword}"
"injury","Car Accident","Bay Area","San Francisco","San Jose","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-jose/","(628) 895-2682","https://results.wilshirelawfirm.com/car-accident-lawyer/san-jose/?kw={keyword}"
"injury","Car Accident","Bay Area","San Francisco","Daly City","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/daly-city/","(628) 895-2682","https://results.wilshirelawfirm.com/car-accident-lawyer/daly-city/?kw={keyword}"
"injury","Car Accident","Bay Area","San Francisco","San Mateo","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/san-mateo/","(628) 895-2682","https://results.wilshirelawfirm.com/car-accident-lawyer/san-mateo/?kw={keyword}"
"injury","Car Accident","Ventura & Central Coast","Oxnard (office)","Oxnard","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/oxnard/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/oxnard/?kw={keyword}"
"injury","Car Accident","Ventura & Central Coast","Oxnard","Ventura","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/ventura/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/ventura/?kw={keyword}"
"injury","Car Accident","Ventura & Central Coast","Oxnard","Thousand Oaks","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/thousand-oaks/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/thousand-oaks/?kw={keyword}"
"injury","Car Accident","Ventura & Central Coast","Oxnard","Simi Valley","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/simi-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/simi-valley/?kw={keyword}"
"injury","Car Accident","Ventura & Central Coast","Oxnard","Santa Barbara","CA","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-barbara/","(800) 891-1876","https://results.wilshirelawfirm.com/car-accident-lawyer/santa-barbara/?kw={keyword}"
"injury","Car Accident","Nevada","Las Vegas (office)","Las Vegas","NV","https://results.wilshirelawfirm.com/car-accident-lawyer/las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/las-vegas/?kw={keyword}"
"injury","Car Accident","Nevada","Las Vegas","Henderson","NV","https://results.wilshirelawfirm.com/car-accident-lawyer/henderson/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/henderson/?kw={keyword}"
"injury","Car Accident","Nevada","Las Vegas","North Las Vegas","NV","https://results.wilshirelawfirm.com/car-accident-lawyer/north-las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/north-las-vegas/?kw={keyword}"
"injury","Car Accident","Nevada","Las Vegas","Summerlin","NV","https://results.wilshirelawfirm.com/car-accident-lawyer/summerlin/","(800) 522-7274","https://results.wilshirelawfirm.com/car-accident-lawyer/summerlin/?kw={keyword}"
"injury","Truck Accident","Statewide","—","California","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/?kw={keyword}"
"injury","Truck Accident","Statewide","—","Nevada","NV","https://results.wilshirelawfirm.com/truck-accident-lawyer/nevada/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/nevada/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles (office)","Los Angeles","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/los-angeles/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Downtown Los Angeles","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/downtown-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/downtown-los-angeles/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Hollywood","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/hollywood/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/hollywood/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Glendale","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/glendale/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/glendale/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Pasadena","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/pasadena/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/pasadena/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Burbank","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/burbank/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/burbank/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Santa Monica","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-monica/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-monica/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Inglewood","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/inglewood/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/inglewood/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Van Nuys","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/van-nuys/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/van-nuys/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","East Los Angeles","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/east-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/east-los-angeles/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Koreatown","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/koreatown/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/koreatown/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Compton","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/compton/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/compton/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Los Angeles","Whittier","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/whittier/","(213) 329-7576","https://results.wilshirelawfirm.com/truck-accident-lawyer/whittier/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Beverly Hills (office)","Beverly Hills","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/beverly-hills/","(310) 879-1030","https://results.wilshirelawfirm.com/truck-accident-lawyer/beverly-hills/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Beverly Hills","West Hollywood","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/west-hollywood/","(310) 879-1030","https://results.wilshirelawfirm.com/truck-accident-lawyer/west-hollywood/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Beverly Hills","Culver City","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/culver-city/","(310) 879-1030","https://results.wilshirelawfirm.com/truck-accident-lawyer/culver-city/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Beverly Hills","Westwood","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/westwood/","(310) 879-1030","https://results.wilshirelawfirm.com/truck-accident-lawyer/westwood/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Beverly Hills","Sherman Oaks","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/sherman-oaks/","(310) 879-1030","https://results.wilshirelawfirm.com/truck-accident-lawyer/sherman-oaks/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance (office)","Torrance","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/torrance/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/torrance/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance","Carson","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/carson/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/carson/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance","Gardena","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/gardena/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/gardena/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance","Redondo Beach","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/redondo-beach/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/redondo-beach/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance","Hawthorne","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/hawthorne/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/hawthorne/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Torrance","San Pedro","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-pedro/","(310) 307-3316","https://results.wilshirelawfirm.com/truck-accident-lawyer/san-pedro/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Long Beach (office)","Long Beach","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/long-beach/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/long-beach/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/lakewood/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/downey/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/norwalk/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/truck-accident-lawyer/bellflower/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/palmdale/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/santa-clarita/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/victorville/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/lancaster/?kw={keyword}"
"injury","Truck Accident","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/truck-accident-lawyer/antelope-valley/?kw={keyword}"
"injury","Truck Accident","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/truck-accident-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/truck-accident-lawyer/irvine/?kw={keyword}"
